entity_id,alias,canonical
gdr85be7lskhizr,PAN AFRICAN RESOURCES PLC,PAN AFRICAN RESOURCES PLC
bm05c1f8k3bfpsf,OMNIA GROUP (PTY) LTD,OMNIA GROUP (PTY) LTD
k0er6vw6fpy57e4,NICTUS BEPERK,NICTUS BEPERK
oqh942txrx7r84a,PHUMELELA GAMING & LEISURE LIMITED,PHUMELELA GAMING AND LEISURE
pc6adel5z23xink,Sibusiso Peter Hadebe,Sibusiso Peter Hadebe
dcda7b9k37xatv5,ORION REAL ESTATE LIMITED,ORION REAL ESTATE LIMITED
ofnxmfgpyv4zxm3,PINNACLE HOLDINGS LTD,PINNACLE HOLDINGS
llcl45qqbu5y586,POYNTING HOLDINGS LIMITED,POYNTING HOLDINGS
i5luouk17qfcpai,MONDI LIMITED,MONDI LIMITED
hg5y4tpldx76wsk,PICK N PAY HOLDINGS LIMITED,PICK N PAY HOLDINGS LIMITED
e65pr00ul60wrsk,Sibusiso Petros Nzuza,Sibusiso Petros Nzuza
g7ql6b7wshsvjw1,RAND MERCHANT INSURANCE HLDGS LTD,RAND MERCHANT INSURANCE HLDGS LTD
e3oa5zyazz58o7d,NEDBANK LIMITED1 ,NEDBANK
b1ygf8z5qbr8d47,NASPERS LIMITED,NASPERS
kblagzrjx08bea8,NEDBANK LIMITED,NEDBANK
bbs9lbjrzwh4d0o,PINNACLE POINT GROUP LIMITED,PINNACLE POINT GROUP
smfywleicobqh4n,NAMPOWER (PTY) LTD,NAMPOWER (PTY) LTD
tv7h5ku0y0ani7g,PIONEER FOOD GROUP LIMITED,PIONEER FOOD GROUP
j6681iqdypv0u81,NECSA,NECSA
lqcbpw4ra9jksws,NEWFUNDS COLLECTIVE INVEST SCHEME,NEWFUNDS COLLECTIVE INVEST SCHEME
g1r10zbt7wlqb1q,PREMIUM PROPERTIES LIMITED,PREMIUM PROPERTIES
watetoao36g7rcb,Sibusiso Richard Ntuli,Sibusiso Richard Ntuli
frkcsp4rg6ffat7,NEW GOLD ISSUER LIMITED,NEW GOLD ISSUER LIMITED
k64w721d26r2dnw,NITRO SECURITISATION 2 (PTY) LTD,NITRO SECURITISATION 2 (PTY) LTD
dr2znr7o0g6m26g,NORTHAM PLATINUM LIMITED,NORTHAM PLATINUM
8fs1nlfp9h1wgz0,Baker Tilly Greenwoods,Baker Tilly Greenwoods
tyag028t65xrp2c,PRIVATE MORTGAGES 3 (PTY) LIMITED,PRIVATE MORTGAGES 3 (PTY) LIMITED
kxoxjg7apk07fpa,PRESCIENT LIMITED,PRESCIENT LIMITED
ot9hdcllg42u0ic,PRIMESERV GROUP LIMITED,PRIMESERV GROUP
9rqewr9xpwfukb5,PSG KONSULT LIMITED,PSG KONSULT
f2bw7o25x6jcj0h,PRIVATE RES MORT SERIES 2 (PTY) LTD,PRIVATE RES MORT SERIES 2 (PTY) LTD
gord5hlvlqhsj2p,PSV HOLDINGS LIMITED,PSV HOLDINGS
d0sjq4m956dtv2o,PRIVATE RESIDENTIAL MORT (RF) LTD,PRIVATE RESIDENTIAL MORT (RF) LTD
jewrqgyzcfgwvae,PSG FINANCIAL SERVICES LIMITED,PSG FINANCIAL SERVICES
lx3xuvxpdc7uk1w,RANDGOLD & EXPLORATION COMPANY LTD,RANDGOLD AND EXPLORATION COMPANY
c1v78n9bonx7qji,PSG GROUP LIMITED,PSG GROUP
owzhka4nksrhwjd,RBA HOLDINGS LIMITED,RBA HOLDINGS
fgv38qvschcmjcu,OASIS CRESCENT PROPERTY FUND,OASIS CRESCENT PROPERTY FUND
fv08dgyiczbe1v0,RARE HOLDINGS LIMITED,RARE HOLDINGS
le4srdki9l25am3,OMNIA HOLDINGS LIMITED,OMNIA HOLDINGS (Pty) LIMITED
kt1mn27kpfzp6xl,CERTIFIED MASTER AUDITORS (SA) INC,CERTIFIED MASTER AUDITORS (SA) INC
nirv9pxirr8498j,RECM AND CALIBRE LIMITED,RECM AND CALIBRE
ggzruaympxvih53,ONELOGIX GROUP LIMITED,ONELOGIX GROUP
ljfzkcybfw78z59,NUTRITIONAL HOLDINGS LIMITED,Nutritional Holdings Ltd
grhv45rrdu0upip,QUANTUM PROPERTY GROUP LIMITED,QUANTUM PROPERTY GROUP LIMITED
kcgpospvtkwaa6e,REDEFINE INTERNATIONAL PLC,REDEFINE INTERNATIONAL PLC
mmjl2fbpn40tcw0,PURPLE GROUP LIMITED,PURPLE GROUP LIMITED
ittyw817pd10xo7,OCTODEC INVESTMENTS LIMITED,OCTODEC INVESTMENTS
cghm94sift9gmmz,PPC LIMITED,PPC
nhk7bpmlfpen3sk,PETMIN LIMITED,PETMIN
k0rwy9qoflqeqi5,Exchange Sponsors (2008)(Pty) Ltd,Exchange Sponsors (2008)(Pty) Ltd
hpqkktkn3e9yzmv,ROLFES HOLDINGS LIMITED,ROLFES HOLDINGS
epv03nf5cmb4uda,Sibusiso Samuel Gwengu,Sibusiso Samuel Gwengu
ocaptyfo0lyw7fw,REAL PEOPLE INV HOLDINGS LTD,REAL PEOPLE INV HOLDINGS LTD
komj56gbm8ax6ow,ROYAL BAFOKENG PLATINUM LIMITED,ROYAL BAFOKENG PLATINUM
ersrn47bkernoi1,Berry Dust 80,Berry Dust 80
hk494vuhpcbdpya,RAUBEX GROUP LIMITED,RAUBEX GROUP
mbakgjf9br6yr4y,OMNIA HOLDINGS (Pty) LIMITED,OMNIA HOLDINGS (Pty) LIMITED
kka0cjcsvzoayj4,RCL FOODS LIMITED,RCL FOODS LIMITED
jgue695xwfiyv92,REPUBLIC OF SOUTH AFRICA,REPUBLIC OF SOUTH AFRICA
jh5wp3kntc3ezqm,REBOSIS PROPERTY FUND LIMITED,REBOSIS PROPERTY FUND
h5r4sexvxt5y9zn,PUTPROP LIMITED,PUTPROP
o7dv3w4v7dddtyo,PEREGRINE HOLDINGS LIMITED,PEREGRINE HOLDINGS
gcvalxry67ikymh,REMGRO LIMITED,REMGRO
ft6tech8bj7vg6b,PALLINGHURST RESOURCES LIMITED,PALLINGHURST RESOURCES LIMITED
hrmz26k8ynmc67i,ROCKWELL DIAMONDS INCORPORATED,ROCKWELL DIAMONDS INCORPORATED
l3gh3uf1f9fnf9e,PAMODZI GOLD LIMITED,PAMODZI GOLD LIMITED
ea72gsj9r1b13db,PRECINCT FUNDING 1 (RF) LTD,PRECINCT FUNDING 1 (RF)
pbwg6kouaks5i6u,NATIONAL TREASURY,NATIONAL TREASURY
c3afiwmcmwn8e45,SABLE METALS & MINERAL LTD,SABLE METALS & MINERAL LTD
ethhrnyyyu0orzc,PHAELLO FINANCE COMPANY (PTY) LTD,PHAELLO FINANCE COMPANY (PTY) LTD
ly37v91sa3nqgtm,REUNERT LIMITED,REUNERT
fkroudgyf572drk,PICK N PAY STORES LIMITED,PICK N PAY STORES
04zhnam8nrgxdi0,REX TRUEFORM CLOTHING COMPANY LTD,REX TRUEFORM CLOTHING COMPANY
gaan3uwp2990hl9,ROCKCASTLE GLOBAL REAL EST CO LTD,ROCKCASTLE GLOBAL REAL EST CO LTD
ibw30aaepe81nr3,PROCUL LIMITED,PROCUL LIMITED
jqu0kh1tecp6bkx,SIZWENTSALUBAGOBODO INCORPORATED,SIZWENTSALUBAGOBODO
ciglihdd1dee9rc,PLATFIELDS LIMITED,PLATFIELDS
drimxi8lqfr3caj,RESOURCE GENERATION LIMITED,RESOURCE GENERATION LIMITED
injhoa0ysvgp307,SA EARLS LIMITED,SA EARLS LIMITED
mmygvkz3itf80zz,SA HOME LOANS (PTY) LTD,SA HOME LOANS (PTY) LTD
iplnv7dnprqtkea,SANLAM LIFE INSURANCE LIMITED,SANLAM LIFE INSURANCE
g4mk4t9bygk91vg,Santash Sunthkumar,Santash Sunthkumar
bsadoc31d3r9xmz,Sarah Amelia  Soxokashe,Sarah Amelia Soxokashe
fedagzx1tv6f50f,Sarah Maseboka Thamaha,Sarah Maseboka Thamaha
e6gh45mu9dlk89o,REINET INVESTMENTS S.C.A,Reinet Investments S.C.A.
mlgjhxotuxph3wn,PRIVATE MORTGAGES 1 (PTY) LTD,PRIVATE MORTGAGES 1 (PTY) LTD
fspsmpt6tus4mzr,SAPPI LIMITED,SAPPI
gk8sgcz3wy09jm9,PRIME REAL OBLI PACK SEC (PTY) LTD,PRIME REAL OBLI PACK SEC (PTY) LTD
labciaj387tjfiy,Sapho Matutu,Sapho Matutu
dsth8zfiks96yu0,Sarah Magtelena Ramaneella,Sarah Magtelena Ramaneella
h3y0zm4s4mz1t38,PRIVATE COMM MORTGAGES (PTY) LTD,PRIVATE COMM MORTGAGES (PTY) LTD
ix0l8j1tsddjvos,SACOIL HOLDINGS LIMITED,SACOIL HOLDINGS
mmx5i6bls5ap5xn,SABVEST LIMITED,SABVEST
jxkbvkly177183f,PRIVATE MORTGAGES 2 (PTY) LTD,PRIVATE MORTGAGES 2 (PTY) LTD
d71c7zijko9w0du,River Sponsors (Pty) Ltd,River Sponsors (Pty) Ltd
euoy4eflzmou7be,Sarah Kediemetse Molale,Sarah Kediemetse Molale
bkbmc6xsrq02fto,Sarah Matawana Mlamleli,Sarah Matawana Mlamleli
m1923n7tzx65536,Sarah Unes Paulse,Sarah Unes Paulse
gapsb6j1utyomz8,PROTECH KHUTHELE HOLDINGS LIMITED,PROTECH KHUTHELE HOLDINGS
gv6any6jvrxhl4h,SANLAM LIMITED,SANLAM
hul0sucy7wcglza,Sarah Leah Robina Downs,Sarah Leah Robina Downs
leny51611tk0z0u,SANTOVA LIMITED,SANTOVA
mhqqfw5b2qldwnv,Sarah Margareth Godi,Sarah Margareth Godi
i1oah27knz9rr00,SANTAM LIMITED,SANTAM
c1nlm54oqyd7plu,SASOL FINANCING (PTY) LIMITED,SASOL FINANCING (PTY) LIMITED
decoulnnd4oatm8,SB RETAIL JIBAR FEB 08,SB RETAIL JIBAR FEB 08
k70no1l9nxf6shq,SASOL LIMITED,SASOL
k5tlvqtnm01537t,SEPHAKU HOLDINGS LIMITED,SEPHAKU HOLDINGS LIMITED
khxeytg6cvc1yub,SATRIX COLLECTIVE INVESTMENT SCHEME,SATRIX COLLECTIVE INVESTMENT SCHEME
hsr2nqk7qjwnv2u,RAND WATER BOARD,RAND WATER BOARD
enfr8ivhtct5qnq,SOUTH OCEAN HOLDINGS LIMITED,SOUTH OCEAN HOLDINGS LIMITED
evldzp13bdq5hae,SEA KAY HOLDINGS LIMITED,SEA KAY HOLDINGS LIMITED
q2xjvmcehu70s6w,Fastcrn Cape Socio Economic Consultative Council,Fastcrn Cape Socio Economic Consultative Council
yes19oil2i0xhe5,Menzies Aviation [SA] [Cargo],Menzies Aviation [SA]
ngbff59tbf4q7zm,Rapitrade 644,Rapitrade 644
i2di2sx88actxj5,SHERBOURNE CAPITAL LIMITED,SHERBOURNE CAPITAL
bailt3nyqg6p0o0,SBG Securities (Pty) Ltd,SBG Securities (Pty) Ltd
lqyveutdd4miy2g,OCEANA GROUP LIMITED,OCEANA GROUP
ln6c7rl231jbggb,SEARDEL INVESTMENT CORPORATION LTD,SEARDEL INVESTMENT CORPORATION
kt3mlw58a2hlm8x,SQUARE ONE SOLUTIONS GROUP LIMITED,SQUARE ONE SOLUTIONS GROUP LIMITED
d16ar57dke9xg00,Sarah Mnguni,Sarah Mnguni
kh6l0ccpnle6o0c,SHAFT SINKERS (PTY) LTD,SHAFT SINKERS (PTY) LTD
eq401rl7vzzpyr0,SEKUNJALO INVESTMENTS LIMITED,Sekunjalo Investment Ltd
isr0usa36fa9dyb,SOAPSTONE INVESTMENT LTD,SOAPSTONE INVESTMENT
r1rj3g21kppc7py,RCS INVESTMENT HOLDINGS LTD,RCS INVESTMENT HOLDINGS
e1vwvq2mypwjtkl,SHOPRITE HOLDINGS LIMITED,SHOPRITE HOLDINGS
c4hez8at065qh1a,SIBANYE GOLD LIMITED,Sibanye Gold Limited
mnru33b5bw783lr,SIMMER AND JACK MINES LIMITED,SIMMER AND JACK MINES
g104ab76gcmjyz1,SHISA INVESTMENTS (PTY) LIMITED,SHISA INVESTMENTS (PTY) LIMITED
gk38x6c6mjk21yx,STANLIB COLLECTIVE INVESTMENTS LTD,STANLIB COLLECTIVE INVESTMENTS
c28kocd55pa4tzv,REDEFINE PROPERTIES LIMITED,REDEFINE PROPERTIES
ldak0w5zpsle84d,SILVERBRIDGE HOLDINGS LIMITED,SILVERBRIDGE HOLDINGS
hgoo1u2thejcec9,RMB HOLDINGS LIMITED,RMB HOLDINGS
nkxkncphltd7z9y,Sarah Mhlongo,Sarah Mhlongo
o1qeamurhwb30ik,Saraphinah Phuti Setati,Saraphinah Phuti Setati
mh4jy19zlymo54f,SOUTH AFRICAN NUCLEAR CORP LTD,SOUTH AFRICAN NUCLEAR CORP LTD
kuokgsv7s1x9ydw,SAPPI SOUTHERN AFRICA (PTY) LTD,SAPPI SOUTHERN AFRICA (PTY) LTD
fonj36e586iznxn,SOVEREIGN FOOD INVESTMENTS LIMITED,SOVEREIGN FOOD INVESTMENTS
oghbbvab4clgmtv,STANDARD BANK OF SOUTH AFRICA LD,STANDARD BANK GROUP
pawwyngpfxrpw06,SOUTHERN VIEW FINANCE LTD,SOUTHERN VIEW FINANCE LTD
jjqp55jivg3vou5,SA CORPORATE REAL ESTATE FUND,SA CORPORATE REAL ESTATE FUND
ifvmxvw2qs6iyh5,STELLA VISTA TECHNOLOGIES LIMITED,STELLA VISTA TECHNOLOGIES
kcegwj1spqdptjw,SAFARI INVESTMENTS (RSA) LTD,SAFARI INVESTMENTS (RSA) LTD
dmqarrwg9nzi5sd,SPUR CORPORATION LIMITED,SPUR CORPORATION
i3ti83poaktb00d,Sarah Paulina Arendse,Sarah Paulina Arendse
hcriiunw50yi91a,STANDARD BANK GROUP LIMITED,STANDARD BANK GROUP
nvzjyq2zuoa42zk,SANYATI HOLDINGS LIMITED,SANYATI HOLDINGS
nr2li3o6ri1e2b9,Sibusiso Sikhumbuzo Edgar Zwane,Sibusiso Sikhumbuzo Edgar Zwane
l5c5pvkldx7bn98,Sikhumbuzo Vusumuzi Emmanuel Mchunu,Sikhumbuzo Vusumuzi Emmanuel Mchunu
kiv4taw8d3zkdcu,TELKOM SA SOC LIMITED,TELKOM SA SOC LIMITED
enaytct0fu5eped,SHOPRITE INVESTMENTS LIMITED,SHOPRITE INVESTMENTS
nsdgbxru26dznoi,SASFIN HOLDINGS LIMITED,SASFIN HOLDINGS
kixw1h7cuvhem15,STD BANK OF SA RETAIL DEPOSIT NOTES,STD BANK OF SA RETAIL DEPOSIT NOTES
bazbd2uhndii220,Simbongile Donald Gxumisa,Simbongile Donald Gxumisa
d9ya10lqhfoc78c,STEFANUTTI STOCKS HOLDINGS LTD,STEFANUTTI STOCKS HOLDINGS
mabw932sp1lgq9j,RESILIENT PROPERTY INCOME FUND LTD,RESILIENT PROPERTY INCOME FUND
g3g7q42g4earbxk,STEINHOFF INVESTMENT HOLDINGS LD,STEINHOFF INVESTMENT HOLDINGS LD
pe8sfghnfw6qcmx,SA SECURITISATION PROGR (RF) LTD,SA SECURITISATION PROGR (RF) LTD
n8zocx5xmp3uvyn,STEINHOFF INTERNATIONAL HOLDINGS LTD,STEINHOFF INTERNATIONAL HOLDINGS
n4qdw3zy0t5t1bl,RMB EXCHANGE TRADED NOTES,RMB EXCHANGE TRADED NOTES
bpt4g89lz9a57pi,SENTULA MINING LIMITED,SENTULA MINING LIMITED
ll089nav9tqplqc,STEINHOFF SERVICES LIMITED,STEINHOFF SERVICES
jfme0uwpy0esxc2,RMB CIS MANCO (PTY) LIMITED,RMB CIS MANCO (PTY) LIMITED
cxvqarsgd12cr1k,Simon Enos Mabaso,Simon Enos Mabaso
fh3uw7gy9fknll1,STRATCORP LIMITED,STRATCORP
kfnc4j10wundwha,SYCOM PROPERTY FUND,SYCOM PROPERTY FUND
hx8x840jp38gsdc,TASTE HOLDINGS LIMITED,TASTE HOLDINGS
geglygbm5gws88b,SWAZILAND POSTS & TELECOM CORP,SWAZILAND POSTS & TELECOM CORP
fj9z0o30h0hghrq,TORQUE SECURITISATION (RF) LTD,TORQUE SECURITISATION (RF)
djwc7ab3i95crw7,Sara Links,Sara Links
iowgadwaqbsrnpq,TAWANA RESOURCES NL,TAWANA RESOURCES NL
e343761j5qzmo4p,THE THEKWINI FUND 10,THE THEKWINI FUND 10
o83oe68xf0xtoih,RSA ZERO COUPON,RSA ZERO COUPON
fmtqx1w9sjptd84,Mercantile Registrars Ltd,MERCANTILE REGISTRARS
hrczoemkv99s233,THE SPAR GROUP LIMITED,THE SPAR GROUP LIMITED
euot9823qja1bvm,TELEMASTERS HOLDINGS LIMITED,TELEMASTERS HOLDINGS LIMITED
jw65l7wu445ev6b,SA HOUSING TRUST,SA HOUSING TRUST
d9n0y9sp1ey0vjf,THE BIDVEST GROUP LIMITED,THE BIDVEST GROUP
8653udcd4j5o38q,THE GOVI EXCHANGE TRADED FUND-GOVEX,THE GOVI EXCHANGE TRADED FUND-GOVEX
ltun7c34czzvt5h,Steinhoff Manufacturing (Pty) Ltd,Steinhoff Manufacturing (Pty) Ltd
nt90y7vmjqak6mz,SABSA HOLDINGS LIMITED,SABSA HOLDINGS
b69botrzml9zbwj,THE THEKWINI FUND 4 LIMITED,THE THEKWINI FUND 4 LIMITED
c0giq0znrzn0koi,THE THEKWINI WAREHOUSING CONDUIT (RF) LTD,THE THEKWINI WAREHOUSING CONDUIT (RF)
fatykzu91debbmn,Transnet SOC Limited,Transnet SOC Limited
fsv4gf3d5oe623t,SANLAM CAPITAL MARKETS LIMITED,SANLAM CAPITAL MARKETS
h4uilzolr1p560i,Transkei Administration Board,Transkei Administration Board
mxqwudxnrxtdi0z,TRANSPACO LIMITED,TRANSPACO
c2vakb13pemubhe,THE THEKWINI FUND 3 LIMITED,THE THEKWINI FUND 3
h3p02sxadqjdah9,TRADEHOLD LIMITED,TRADEHOLD LIMITED
iyxeagowmj80aya,SUPER GROUP LIMITED,SUPER GROUP LIMITED
dtnu29jejpsxf5p,SPANJAARD LIMITED,SPANJAARD
jg5gfqfw08v26hl,HLB MANN JUDD,HLB MANN JUDD
f1ldgx75uug6yb7,TIGER BRANDS LIMITED,TIGER BRANDS
g3fve25dfxu2wcf,TIMES MEDIA GROUP LIMITED,TIMES MEDIA GROUP LIMITED
naket207i5m7cpv,SUN INTERNATIONAL LIMITED,SUN INTERNATIONAL LIMITED
lb3rb1c036tpeiv,TRUWORTHS INTERNATIONAL LIMITED,TRUWORTHS INTERNATIONAL
riu0raytasoa1al,THE THEKWINI FUND 7 LIMITED,THE THEKWINI FUND 7
ll36vazjfq67t3f,STERLING WATERFORD CCN SPV 4,STERLING WATERFORD CCN SPV 4
jsyao8tfhhrttt5,TONGAAT HULETT LIMITED,TONGAAT HULETT
ci5xh128u8c6ilj,SOUTH AFRICAN COAL MINING HLDGS LTD,SOUTH AFRICAN COAL MINING HLDGS LTD
herfk84b5nu4fbk,THE DON GROUP LIMITED,THE DON GROUP LIMITED
cbpgiqlm17xz5it,Unilever South Africa (Pty) Ltd,Unilever South Africa Home and Personal Care (Pty) Ltd
j05b04877max7ty,TORRE INDUSTRIES LIMITED,TORRE INDUSTRIES LIMITED
dmjw0ijh7pods8w,TRACKHEDGE (PTY) LIMITED,TRACKHEDGE (PTY) LIMITED
czvsmnec5l2ivhf,Umgeni Water,Umgeni Water
nvfy6oxyhj1qg7m,WOOLWORTHS HOLDINGS LIMITED,WOOLWORTHS HOLDINGS
m6c0tg9aca9xbfb,THARISA PLC,THARISA PLC
kjwbgnbuir9pc12,TOYOTA FIN SERVICES (SA) LTD,TOYOTA FIN SERVICES (SA) LTD
erhu78fh1zkxfn7,THE FOSCHINI GROUP LIMITED,THE FOSCHINI GROUP
ez2w99667smeiny,WILDERNESS HOLDINGS LIMITED,WILDERNESS HOLDINGS LIMITED
h8dsbmpru9pjw7a,UBS AG,UBS AG
hesvcd1y9srwde0,UBUBELE HOLDINGS LIMITED,UBUBELE HOLDINGS
b7xrsapk7bqfvh7,SYNTHESIS FUNDING LIMITED,SYNTHESIS FUNDING
lxlj95g9dcaxed4,SYNERGY INCOME FUND LIMITED,SYNERGY INCOME FUND
mubrhns1ua8pjko,TELKOM SA LIMITED,TELKOM SA
n4v3ar35r5o34og,THE DB X-TRACKER COL INVEST SCHEME,THE DB X-TRACKER COL INVEST SCHEME
gsgvl434trov3s1,KPMG CYPRUS,KPMG CYPRUS
g5csrxky0rzssyz,Unilever South Africa Home and Personal Care (Pty) Ltd,Unilever South Africa Home and Personal Care (Pty) Ltd
c3spma170i17dgg,Bravura Capital (Pty) Ltd,Bravura Capital (Pty) Ltd
d0rp1cmjxe74ed3,THE THEKWINI FUND 11 (RF) LTD,THE THEKWINI FUND 11 (RF) LTD
m4dyy5p8rnwwsjw,THE SA NATIONAL ROADS AGENCY SOC LTD,THE SA NATIONAL ROADS AGENCY SOC LTD
h54lo6wr20ua20r,THE REPUBLIC OF NAMIBIA,THE REPUBLIC OF NAMIBIA
nvuun668ssvwvfb,VISUAL INTERNATIONAL HOLDINGS LIMITED,VISUAL INTERNATIONAL HOLDINGS LIMITED
eiebls6dbqnhm63,THE THEKWINI FUND 8 LIMITED,THE THEKWINI FUND 8 LIMITED
qcurfmxni5dkrih,VILLAGE MAIN REEF LIMITED,VILLAGE MAIN REEF LIMITED
hgt3ovnpjaj3dt8,VUNANI LIMITED,VUNANI
gqg3sdvl7rlb4n7,THE THEKWINI FUND 2 LIMITED,THE THEKWINI FUND 2 LIMITED
j2i8uoslxplnxv1,W G WEARNE LIMITED,W G WEARNE
ja377v9sp6s57vg,THE THEKWINI FUND 5 LIMITED,THE THEKWINI FUND 5 LIMITED
laa6vxkfh8s111o,Iketseng,Iketseng
josv90us9n52bqy,Directorship,Directorship
fln4caut35butq8,Provox Centre for Public Relations and Communications,ProVox Centre
eo04ey46e8q12py,Indgro Outsourcing,INDGRO OUTSOURCING
geh0r1nvb4cdiox,The Grahamstown Foundation,THE GRAHAMSTOWN FOUNDATION
jlot20vr72t4ho1,VIVIDEND INCOME FUND LIMITED,VIVIDEND INCOME FUND
kqrh0yuqy77lgql,VODACOM GROUP LIMITED,VODACOM GROUP
cvz8v899ooi0qdy,Marais Family Trust,Marais Family Trust
i5wvhiz38e3sfs7,ZURICH INSURANCE COMPANY S A LTD,ZURICH INSURANCE COMPANY S A LTD
kjhp42ntop45ru8,THE WATERBERG COAL COMPANY LTD,THE WATERBERG COAL COMPANY LTD
ksu79gd5c5khm0b,WESIZWE PLATINUM LIMITED,WESIZWE PLATINUM
nvavmei2xeswl77,WILSON BAYLY HOLMES-OVCON LIMITED,WILSON BAYLY HOLMES-OVCON
owk0echmt6dv0ge,ZEDER INVESTMENTS LIMITED,ZEDER INVESTMENTS
c3b6e6xx342yngf,WILLIAM TELL HOLDINGS LIMITED,WILLIAM TELL HOLDINGS
forrsndtkxv4w7l,TREMATON CAPITAL INVESTMENTS LTD,TREMATON CAPITAL INVESTMENTS
ff56etofcnse8dh,TRANSSEC (RF) LIMITED,TRANSSEC (RF) LIMITED
ji7x45ivjey09xx,YORK TIMBER HOLDINGS LIMITED,YORK TIMBER HOLDINGS
hnnyytf397cq8v8,WORKFORCE HOLDINGS LIMITED,WORKFORCE HOLDINGS
ed04yf334h84690,TRANS HEX GROUP LIMITED,Trans Hex Group Limited
hbmr9o1144lq5ae,THE THEKWINI FUND 6 LIMITED,THE THEKWINI FUND 6 LIMITED
liuegozq91purv3,TSOGO SUN HOLDINGS LIMITED,TSOGO SUN HOLDINGS
i3i34m8h0j7in5g,TOWER PROPERTY FUND LIMITED,TOWER PROPERTY FUND LIMITED
j9fl46pofpgp7tg,Trans - Caledon Tunnel Authority,Trans - Caledon Tunnel Authority
ezwilohzkzkkdnt,TOTAL CLIENT SERVICES LIMITED,TOTAL CLIENT SERVICES
jnbwfufl8k3y9zo,TRUSTCO GROUP HOLDINGS LIMITED,TRUSTCO GROUP HOLDINGS LIMITED
h4jz9wu0lebvens,TRANSACTION CAPITAL LIMITED,TRANSACTION CAPITAL
e4i6arsosmpinss,VUNANI PROPERTY INVESTMENT FUND LTD,VUNANI PROPERTY INVESTMENT FUND
e2cz9nkgmbelnar,BAKER TILLY SVG,BAKER TILLY SVG
dyr24nay2j3hi76,WINHOLD LIMITED,WINHOLD
bn40am1caww9bc2,TRENCOR LIMITED,TRENCOR
l6rn5upwnxahchk,VALUE GROUP LIMITED,VALUE GROUP LIMITED
ef65bp8d1ls57pg,VERIMARK HOLDINGS LIMITED,VERIMARK HOLDINGS
jtc7hd3xlzzxyni,Vukile Investments Property Securisation (Pty) Ltd,Vukile Investments Property Securisation (Pty) Ltd
ogj2kih7q3etx43,UNITRANS SERVICES (PTY) LIMITED,UNITRANS SERVICES (PTY) LIMITED
cte6bkrulqzk0zi,WESCOAL HOLDINGS LIMITED,WESCOAL HOLDINGS
flfws2uyix3nwur,VUKILE PROPERTY FUND LIMITED,VUKILE PROPERTY FUND
qitait9pbmnnokh,Vunani Corporate Finance (Pty) Ltd,Vunani Corporate Finance (Pty) Ltd
hsu7osyu8902xuq,1TIME HOLDINGS LIMITED,1TIME HOLDINGS LIMITED
lm6qgtlf7aogxgx,Sarel Daniël Snyman,Sarel Daniël Snyman
l8tmbl6x78kc0b1,ZCI LIMITED,ZCI
irs7325egxfia68,ABSA BANK LIMITED,ABSA BANK
knotvofn1ltjgsj,AFRICAN MEDIA ENTERTAINMENT LIMITED,AFRICAN MEDIA ENTERTAINMENT LIMITED
gja87mkp4l9uyxx,AMBER HOUSE FUND 1 (RF) LIMITED,AMBER HOUSE FUND 1 (RF)
eko1836irdyq4cb,Provox Education Centre,Provox Education Centre
hnpu44x8kzztwub,Bridge Capital Advisors (Pty) Ltd,Bridge Capital Advisors (Pty) Ltd
lrmsxale1rei94b,A E C I LIMITED,A E C I LIMITED
oa4vkd41v26qjsh,ALLIANCE MINING CORPORATION LIMITED,ALLIANCE MINING CORPORATION LIMITED
5r72kxmcrbq55h1,Saul Smith,Saul Smith
c7mwr3952pr719s,De La Casa,De La Casa
ea0fogwem89tsst,Golden Mile Trading 550,Golden Mile Trading 550
fugq28jh4uzaxag,Dela Casa Trading 550,Dela Casa Trading 550
cdnfiiex4ntpe1q,MaparamkweInvestment Co.,Maaparamkwe Investment Co.
g0dzeqb5b6yk0s0,AFRICAN BANK LIMITED,AFRICAN BANK
l3g9z3q8p4ghr23,ALEXANDER FORBES PREF SHARE INV LTD,ALEXANDER FORBES PREF SHARE INV LTD
fvunr903jf6rx1x,Sayina Annah Chabane,Sayina Annah Chabane
gv517mo1jho027d,Sasa Mabel Chiloane,Sasa Mabel Chiloane
nizbhwrmzulkvsv,AMALGAMATED ELECTRONIC CORP LTD,AMALGAMATED ELECTRONIC CORP LTD
gcaaf3g6roescy6,AH-VEST LIMITED,AH-VEST
fm8kdddi5ocmftw,ATTACQ LIMITED,ATTACQ LIMITED
o1m7yum5crhctz9,ANSYS LIMITED,ANSYS
2m58l9qd07tsq37,AQUARIUS PLATINUM LIMITED,AQUARIUS PLATINUM LIMITED
hliaqv2o5z28ldh,AFROCENTRIC INVESTMENT CORP LIMITED,AFROCENTRIC INVESTMENT CORP LIMITED
brmngbvh12a7v7u,ARB HOLDINGS LIMITED,ARB HOLDINGS
m954v01ha5b73sg,ANGLOGOLD ASHANTI LIMITED,ANGLOGOLD ASHANTI
nucblcaidlkdl9i,Satsope Masemola,Satsope Masemola
kaslocshif13r63,ARGENT INDUSTRIAL LIMITED,ARGENT INDUSTRIAL
k3oxz3kl86bhtqy,ASCENDIS HEALTH LIMITED,ASCENDIS HEALTH
g6hazqikf1l5ydd,Sashin Mungal,Sashin Mungal
fcc1o3zd5zth4u9,AUSTRO GROUP LIMITED,AUSTRO GROUP
